"Username","Condition.Description","Direction","Block","JOL","Recall","Version"
"w10012481","READ","S","1",0,0,"sona"
"w10051663JA","READ","S","1",22,0,"sona"
"W10091817_AB","READ","S","1",95,100,"sona"
"w927437_AH","READ","S","1",30,0,"sona"
"w10006820_KPH","READ","S","1",14,0,"sona"
"w10012481","READ","S","1",14,0,"sona"
"w10051663JA","READ","S","1",93,0,"sona"
"W10091817_AB","READ","S","1",96,0,"sona"
"w927437_AH","READ","S","1",49,0,"sona"
"w10006820_KPH","READ","F","1",21,0,"sona"
"w10012481","READ","F","1",0,0,"sona"
"w10051663JA","READ","F","1",8,100,"sona"
"W10091817_AB","READ","F","1",45,100,"sona"
"w927437_AH","READ","F","1",20,100,"sona"
"w10006820_KPH","READ","B","1",97,0,"sona"
"w10012481","READ","B","1",0,100,"sona"
"w10051663JA","READ","B","1",100,0,"sona"
"W10091817_AB","READ","B","1",56,100,"sona"
"w927437_AH","READ","B","1",80,0,"sona"
"w10006820_KPH","READ","U","1",4,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",1,0,"sona"
"W10091817_AB","READ","U","1",12,0,"sona"
"w927437_AH","READ","U","1",7,0,"sona"
"w10006820_KPH","READ","B","1",30,0,"sona"
"w10012481","READ","B","1",100,0,"sona"
"w10051663JA","READ","B","1",70,0,"sona"
"W10091817_AB","READ","B","1",11,0,"sona"
"w927437_AH","READ","B","1",10,0,"sona"
"w10006820_KPH","READ","F","1",10,100,"sona"
"w10012481","READ","F","1",0,100,"sona"
"w10051663JA","READ","F","1",65,0,"sona"
"W10091817_AB","READ","F","1",99,100,"sona"
"w927437_AH","READ","F","1",98,100,"sona"
"w10006820_KPH","READ","B","1",80,0,"sona"
"w10012481","READ","B","1",15,0,"sona"
"w10051663JA","READ","B","1",89,0,"sona"
"W10091817_AB","READ","B","1",100,100,"sona"
"w927437_AH","READ","B","1",50,100,"sona"
"w10006820_KPH","READ","S","1",99,0,"sona"
"w10012481","READ","S","1",0,0,"sona"
"w10051663JA","READ","S","1",19,0,"sona"
"W10091817_AB","READ","S","1",79,0,"sona"
"w927437_AH","READ","S","1",10,100,"sona"
"w10006820_KPH","READ","U","1",1,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",55,0,"sona"
"W10091817_AB","READ","U","1",9,0,"sona"
"w927437_AH","READ","U","1",15,0,"sona"
"w10006820_KPH","READ","B","1",65,0,"sona"
"w10012481","READ","B","1",100,100,"sona"
"w10051663JA","READ","B","1",49,0,"sona"
"W10091817_AB","READ","B","1",83,100,"sona"
"w927437_AH","READ","B","1",79,0,"sona"
"w10006820_KPH","READ","F","1",60,100,"sona"
"w10012481","READ","F","1",100,100,"sona"
"w10051663JA","READ","F","1",56,0,"sona"
"W10091817_AB","READ","F","1",43,100,"sona"
"w927437_AH","READ","F","1",80,100,"sona"
"w10006820_KPH","READ","U","1",23,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",48,0,"sona"
"W10091817_AB","READ","U","1",2,0,"sona"
"w927437_AH","READ","U","1",0,0,"sona"
"w10006820_KPH","READ","S","1",100,0,"sona"
"w10012481","READ","S","1",100,100,"sona"
"w10051663JA","READ","S","1",91,0,"sona"
"W10091817_AB","READ","S","1",91,100,"sona"
"w927437_AH","READ","S","1",100,100,"sona"
"w10006820_KPH","READ","F","1",30,100,"sona"
"w10012481","READ","F","1",100,100,"sona"
"w10051663JA","READ","F","1",9,0,"sona"
"W10091817_AB","READ","F","1",79,100,"sona"
"w927437_AH","READ","F","1",100,100,"sona"
"w10006820_KPH","READ","B","1",20,0,"sona"
"w10012481","READ","B","1",2,0,"sona"
"w10051663JA","READ","B","1",32,100,"sona"
"W10091817_AB","READ","B","1",8,0,"sona"
"w927437_AH","READ","B","1",96,0,"sona"
"w10006820_KPH","READ","B","1",33,0,"sona"
"w10012481","READ","B","1",100,0,"sona"
"w10051663JA","READ","B","1",31,0,"sona"
"W10091817_AB","READ","B","1",41,0,"sona"
"w927437_AH","READ","B","1",20,100,"sona"
"w10006820_KPH","READ","F","1",90,0,"sona"
"w10012481","READ","F","1",20,100,"sona"
"w10051663JA","READ","F","1",93,0,"sona"
"W10091817_AB","READ","F","1",71,100,"sona"
"w927437_AH","READ","F","1",98,100,"sona"
"w10006820_KPH","READ","B","1",11,0,"sona"
"w10012481","READ","B","1",20,0,"sona"
"w10051663JA","READ","B","1",97,0,"sona"
"W10091817_AB","READ","B","1",81,0,"sona"
"w927437_AH","READ","B","1",10,0,"sona"
"w10006820_KPH","READ","S","1",5,0,"sona"
"w10012481","READ","S","1",0,100,"sona"
"w10051663JA","READ","S","1",19,100,"sona"
"W10091817_AB","READ","S","1",13,100,"sona"
"w927437_AH","READ","S","1",60,100,"sona"
"w10006820_KPH","READ","U","1",23,0,"sona"
"w10012481","READ","U","1",0,100,"sona"
"w10051663JA","READ","U","1",67,0,"sona"
"W10091817_AB","READ","U","1",2,0,"sona"
"w927437_AH","READ","U","1",1,0,"sona"
"w10006820_KPH","READ","B","1",77,0,"sona"
"w10012481","READ","B","1",100,100,"sona"
"w10051663JA","READ","B","1",21,100,"sona"
"W10091817_AB","READ","B","1",98,100,"sona"
"w927437_AH","READ","B","1",99,0,"sona"
"w10006820_KPH","READ","S","1",95,0,"sona"
"w10012481","READ","S","1",0,0,"sona"
"w10051663JA","READ","S","1",3,0,"sona"
"W10091817_AB","READ","S","1",78,100,"sona"
"w927437_AH","READ","S","1",90,100,"sona"
"w10006820_KPH","READ","U","1",1,0,"sona"
"w10012481","READ","U","1",100,100,"sona"
"w10051663JA","READ","U","1",47,0,"sona"
"W10091817_AB","READ","U","1",3,100,"sona"
"w927437_AH","READ","U","1",0,0,"sona"
"w10006820_KPH","READ","S","1",5,0,"sona"
"w10012481","READ","S","1",0,0,"sona"
"w10051663JA","READ","S","1",18,0,"sona"
"W10091817_AB","READ","S","1",6,0,"sona"
"w927437_AH","READ","S","1",8,0,"sona"
"w10006820_KPH","READ","U","1",2,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",73,0,"sona"
"W10091817_AB","READ","U","1",4,0,"sona"
"w927437_AH","READ","U","1",0,0,"sona"
"w10006820_KPH","READ","B","1",33,0,"sona"
"w10012481","READ","B","1",0,0,"sona"
"w10051663JA","READ","B","1",100,100,"sona"
"W10091817_AB","READ","B","1",60,100,"sona"
"w927437_AH","READ","B","1",70,0,"sona"
"w10006820_KPH","READ","S","1",15,100,"sona"
"w10012481","READ","S","1",1,0,"sona"
"w10051663JA","READ","S","1",77,100,"sona"
"W10091817_AB","READ","S","1",87,100,"sona"
"w927437_AH","READ","S","1",98,0,"sona"
"w10006820_KPH","READ","S","1",60,0,"sona"
"w10012481","READ","S","1",30,0,"sona"
"w10051663JA","READ","S","1",18,0,"sona"
"W10091817_AB","READ","S","1",24,100,"sona"
"w927437_AH","READ","S","1",25,0,"sona"
"w10006820_KPH","READ","F","1",49,100,"sona"
"w10012481","READ","F","1",100,100,"sona"
"w10051663JA","READ","F","1",62,0,"sona"
"W10091817_AB","READ","F","1",86,100,"sona"
"w927437_AH","READ","F","1",80,100,"sona"
"w10006820_KPH","READ","U","1",2,0,"sona"
"w10012481","READ","U","1",23,0,"sona"
"w10051663JA","READ","U","1",90,100,"sona"
"W10091817_AB","READ","U","1",4,100,"sona"
"w927437_AH","READ","U","1",1,0,"sona"
"w10006820_KPH","READ","S","1",77,0,"sona"
"w10012481","READ","S","1",5,0,"sona"
"w10051663JA","READ","S","1",85,100,"sona"
"W10091817_AB","READ","S","1",99,100,"sona"
"w927437_AH","READ","S","1",99,100,"sona"
"w10006820_KPH","READ","F","1",77,0,"sona"
"w10012481","READ","F","1",0,0,"sona"
"w10051663JA","READ","F","1",5,100,"sona"
"W10091817_AB","READ","F","1",37,100,"sona"
"w927437_AH","READ","F","1",80,100,"sona"
"w10006820_KPH","READ","B","1",95,0,"sona"
"w10012481","READ","B","1",0,0,"sona"
"w10051663JA","READ","B","1",89,100,"sona"
"W10091817_AB","READ","B","1",70,100,"sona"
"w927437_AH","READ","B","1",98,0,"sona"
"w10006820_KPH","READ","S","1",77,0,"sona"
"w10012481","READ","S","1",100,100,"sona"
"w10051663JA","READ","S","1",61,100,"sona"
"W10091817_AB","READ","S","1",66,100,"sona"
"w927437_AH","READ","S","1",97,100,"sona"
"w10006820_KPH","READ","U","1",1,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",99,0,"sona"
"W10091817_AB","READ","U","1",1,0,"sona"
"w927437_AH","READ","U","1",0,0,"sona"
"w10006820_KPH","READ","F","1",10,0,"sona"
"w10012481","READ","F","1",100,100,"sona"
"w10051663JA","READ","F","1",67,0,"sona"
"W10091817_AB","READ","F","1",86,100,"sona"
"w927437_AH","READ","F","1",100,100,"sona"
"w10006820_KPH","READ","F","1",46,0,"sona"
"w10012481","READ","F","1",100,100,"sona"
"w10051663JA","READ","F","1",78,100,"sona"
"W10091817_AB","READ","F","1",88,100,"sona"
"w927437_AH","READ","F","1",30,0,"sona"
"w10006820_KPH","READ","B","1",10,0,"sona"
"w10012481","READ","B","1",0,100,"sona"
"w10051663JA","READ","B","1",66,0,"sona"
"W10091817_AB","READ","B","1",52,0,"sona"
"w927437_AH","READ","B","1",10,100,"sona"
"w10006820_KPH","READ","S","1",80,0,"sona"
"w10012481","READ","S","1",0,0,"sona"
"w10051663JA","READ","S","1",44,100,"sona"
"W10091817_AB","READ","S","1",97,0,"sona"
"w927437_AH","READ","S","1",89,100,"sona"
"w10006820_KPH","READ","B","1",44,0,"sona"
"w10012481","READ","B","1",0,0,"sona"
"w10051663JA","READ","B","1",32,0,"sona"
"W10091817_AB","READ","B","1",88,100,"sona"
"w927437_AH","READ","B","1",50,0,"sona"
"w10006820_KPH","READ","B","1",30,100,"sona"
"w10012481","READ","B","1",100,100,"sona"
"w10051663JA","READ","B","1",63,100,"sona"
"W10091817_AB","READ","B","1",73,0,"sona"
"w927437_AH","READ","B","1",90,0,"sona"
"w10006820_KPH","READ","U","1",3,0,"sona"
"w10012481","READ","U","1",100,100,"sona"
"w10051663JA","READ","U","1",45,0,"sona"
"W10091817_AB","READ","U","1",6,0,"sona"
"w927437_AH","READ","U","1",1,0,"sona"
"w10006820_KPH","READ","U","1",3,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",17,0,"sona"
"W10091817_AB","READ","U","1",4,0,"sona"
"w927437_AH","READ","U","1",0,0,"sona"
"w10006820_KPH","READ","U","1",1,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",27,0,"sona"
"W10091817_AB","READ","U","1",0,0,"sona"
"w927437_AH","READ","U","1",1,0,"sona"
"w10006820_KPH","READ","F","1",59,100,"sona"
"w10012481","READ","F","1",0,100,"sona"
"w10051663JA","READ","F","1",82,100,"sona"
"W10091817_AB","READ","F","1",90,100,"sona"
"w927437_AH","READ","F","1",90,100,"sona"
"w10006820_KPH","READ","B","1",55,0,"sona"
"w10012481","READ","B","1",100,100,"sona"
"w10051663JA","READ","B","1",7,0,"sona"
"W10091817_AB","READ","B","1",62,0,"sona"
"w927437_AH","READ","B","1",15,0,"sona"
"w10006820_KPH","READ","S","1",90,0,"sona"
"w10012481","READ","S","1",100,100,"sona"
"w10051663JA","READ","S","1",88,0,"sona"
"W10091817_AB","READ","S","1",85,100,"sona"
"w927437_AH","READ","S","1",100,100,"sona"
"w10006820_KPH","READ","F","1",22,100,"sona"
"w10012481","READ","F","1",0,100,"sona"
"w10051663JA","READ","F","1",79,100,"sona"
"W10091817_AB","READ","F","1",99,100,"sona"
"w927437_AH","READ","F","1",98,100,"sona"
"w10006820_KPH","READ","U","1",2,0,"sona"
"w10012481","READ","U","1",0,0,"sona"
"w10051663JA","READ","U","1",62,0,"sona"
"W10091817_AB","READ","U","1",1,0,"sona"
"w927437_AH","READ","U","1",0,0,"sona"
"w10006820_KPH","READ","F","1",30,0,"sona"
"w10012481","READ","F","1",0,100,"sona"
"w10051663JA","READ","F","1",92,0,"sona"
"W10091817_AB","READ","F","1",69,0,"sona"
"w927437_AH","READ","F","1",80,100,"sona"
"w10006820_KPH","READ","F","1",99,100,"sona"
"w10012481","READ","F","1",100,100,"sona"
"w10051663JA","READ","F","1",64,0,"sona"
"W10091817_AB","READ","F","1",94,100,"sona"
"w927437_AH","READ","F","1",25,0,"sona"
"w10006820_KPH","READ","S","1",11,0,"sona"
"w10012481","READ","S","1",3,100,"sona"
"w10051663JA","READ","S","1",99,0,"sona"
"W10091817_AB","READ","S","1",59,100,"sona"
"w927437_AH","READ","S","1",0,0,"sona"
"w10006820_KPH","READ","B","1",3,0,"sona"
"w10012481","READ","B","1",0,0,"sona"
"w10051663JA","READ","B","1",22,0,"sona"
"W10091817_AB","READ","B","1",44,0,"sona"
"w927437_AH","READ","B","1",25,0,"sona"
"w10016099CJ","READ","U","1",100,0,"sona"
"w10042962_jkc","READ","U","1",50,0,"sona"
"w10064569ch","READ","U","1",40,0,"sona"
"w10103859_cn","READ","U","1",30,0,"sona"
"w970137","READ","U","1",10,100,"sona"
"w10016099CJ","READ","U","1",100,0,"sona"
"w10042962_jkc","READ","U","1",0,0,"sona"
"w10064569ch","READ","U","1",40,0,"sona"
"w10103859_cn","READ","U","1",0,0,"sona"
"w970137","READ","U","1",10,0,"sona"
"w10016099CJ","READ","S","1",10,0,"sona"
"w10042962_jkc","READ","S","1",50,0,"sona"
"w10064569ch","READ","S","1",40,0,"sona"
"w10103859_cn","READ","S","1",70,100,"sona"
"w970137","READ","S","1",30,0,"sona"
"w10016099CJ","READ","S","1",100,0,"sona"
"w10042962_jkc","READ","S","1",60,0,"sona"
"w10064569ch","READ","S","1",50,0,"sona"
"w10103859_cn","READ","S","1",80,100,"sona"
"w970137","READ","S","1",30,100,"sona"
"w10016099CJ","READ","F","1",10,0,"sona"
"w10042962_jkc","READ","F","1",60,0,"sona"
"w10064569ch","READ","F","1",25,100,"sona"
"w10103859_cn","READ","F","1",70,100,"sona"
"w970137","READ","F","1",20,0,"sona"
"w10016099CJ","READ","F","1",20,0,"sona"
"w10042962_jkc","READ","F","1",80,0,"sona"
"w10064569ch","READ","F","1",35,100,"sona"
"w10103859_cn","READ","F","1",70,0,"sona"
"w970137","READ","F","1",30,100,"sona"
"w10016099CJ","READ","B","1",100,0,"sona"
"w10042962_jkc","READ","B","1",30,100,"sona"
"w10064569ch","READ","B","1",50,0,"sona"
"w10103859_cn","READ","B","1",80,100,"sona"
"w970137","READ","B","1",10,0,"sona"
"w10016099CJ","READ","S","1",20,0,"sona"
"w10042962_jkc","READ","S","1",60,100,"sona"
"w10064569ch","READ","S","1",75,100,"sona"
"w10103859_cn","READ","S","1",80,0,"sona"
"w970137","READ","S","1",40,100,"sona"
"w10016099CJ","READ","S","1",6,0,"sona"
"w10042962_jkc","READ","S","1",90,100,"sona"
"w10064569ch","READ","S","1",80,0,"sona"
"w10103859_cn","READ","S","1",70,100,"sona"
"w970137","READ","S","1",80,0,"sona"
"w10016099CJ","READ","U","1",100,0,"sona"
"w10042962_jkc","READ","U","1",10,100,"sona"
"w10064569ch","READ","U","1",25,0,"sona"
"w10103859_cn","READ","U","1",0,0,"sona"
"w970137","READ","U","1",20,100,"sona"
"w10016099CJ","READ","B","1",100,0,"sona"
"w10042962_jkc","READ","B","1",60,0,"sona"
"w10064569ch","READ","B","1",60,0,"sona"
"w10103859_cn","READ","B","1",80,0,"sona"
"w970137","READ","B","1",20,0,"sona"
"w10016099CJ","READ","F","1",100,0,"sona"
"w10042962_jkc","READ","F","1",50,100,"sona"
"w10064569ch","READ","F","1",75,100,"sona"
"w10103859_cn","READ","F","1",70,100,"sona"
"w970137","READ","F","1",40,100,"sona"
"w10016099CJ","READ","U","1",52,0,"sona"
"w10042962_jkc","READ","U","1",0,0,"sona"
"w10064569ch","READ","U","1",25,0,"sona"
"w10103859_cn","READ","U","1",40,100,"sona"
"w970137","READ","U","1",20,0,"sona"
"w10016099CJ","READ","U","1",10,0,"sona"
"w10042962_jkc","READ","U","1",40,0,"sona"
"w10064569ch","READ","U","1",50,0,"sona"
"w10103859_cn","READ","U","1",0,100,"sona"
"w970137","READ","U","1",30,100,"sona"
"w10016099CJ","READ","U","1",100,0,"sona"
"w10042962_jkc","READ","U","1",1,0,"sona"
"w10064569ch","READ","U","1",50,0,"sona"
"w10103859_cn","READ","U","1",70,100,"sona"
"w970137","READ","U","1",20,100,"sona"
"w10016099CJ","READ","B","1",50,0,"sona"
"w10042962_jkc","READ","B","1",80,100,"sona"
"w10064569ch","READ","B","1",65,0,"sona"
"w10103859_cn","READ","B","1",70,100,"sona"
"w970137","READ","B","1",60,100,"sona"
"w10016099CJ","READ","F","1",20,0,"sona"
"w10042962_jkc","READ","F","1",20,100,"sona"
"w10064569ch","READ","F","1",40,100,"sona"
"w10103859_cn","READ","F","1",60,100,"sona"
"w970137","READ","F","1",20,100,"sona"
"w10016099CJ","READ","S","1",100,0,"sona"
"w10042962_jkc","READ","S","1",70,0,"sona"
"w10064569ch","READ","S","1",45,0,"sona"
"w10103859_cn","READ","S","1",80,100,"sona"
"w970137","READ","S","1",70,100,"sona"
"w10016099CJ","READ","S","1",100,0,"sona"
"w10042962_jkc","READ","S","1",60,100,"sona"
"w10064569ch","READ","S","1",75,100,"sona"
"w10103859_cn","READ","S","1",80,100,"sona"
"w970137","READ","S","1",30,0,"sona"
"w10016099CJ","READ","F","1",20,0,"sona"
"w10042962_jkc","READ","F","1",90,100,"sona"
"w10064569ch","READ","F","1",75,100,"sona"
"w10103859_cn","READ","F","1",0,100,"sona"
"w970137","READ","F","1",30,100,"sona"
"w10016099CJ","READ","F","1",10,0,"sona"
"w10042962_jkc","READ","F","1",30,0,"sona"
"w10064569ch","READ","F","1",75,100,"sona"
"w10103859_cn","READ","F","1",70,100,"sona"
"w970137","READ","F","1",10,0,"sona"
"w10016099CJ","READ","B","1",100,0,"sona"
"w10042962_jkc","READ","B","1",30,0,"sona"
"w10064569ch","READ","B","1",45,100,"sona"
"w10103859_cn","READ","B","1",80,0,"sona"
"w970137","READ","B","1",40,0,"sona"
"w10016099CJ","READ","U","1",100,0,"sona"
"w10042962_jkc","READ","U","1",50,0,"sona"
"w10064569ch","READ","U","1",30,0,"sona"
"w10103859_cn","READ","U","1",30,0,"sona"
"w970137","READ","U","1",20,0,"sona"
"w10016099CJ","READ","B","1",100,0,"sona"
"w10042962_jkc","READ","B","1",0,0,"sona"
"w10064569ch","READ","B","1",40,100,"sona"
"w10103859_cn","READ","B","1",0,0,"sona"
"w970137","READ","B","1",20,0,"sona"
"w10016099CJ","READ","B","1",10,0,"sona"
"w10042962_jkc","READ","B","1",40,0,"sona"
"w10064569ch","READ","B","1",75,100,"sona"
"w10103859_cn","READ","B","1",80,100,"sona"
"w970137","READ","B","1",40,0,"sona"
"w10016099CJ","READ","S","1",20,0,"sona"
"w10042962_jkc","READ","S","1",30,100,"sona"
"w10064569ch","READ","S","1",50,100,"sona"
"w10103859_cn","READ","S","1",70,0,"sona"
"w970137","READ","S","1",40,0,"sona"
"w10016099CJ","READ","S","1",99,0,"sona"
"w10042962_jkc","READ","S","1",30,0,"sona"
"w10064569ch","READ","S","1",20,100,"sona"
"w10103859_cn","READ","S","1",70,100,"sona"
"w970137","READ","S","1",20,0,"sona"
"w10016099CJ","READ","F","1",7,0,"sona"
"w10042962_jkc","READ","F","1",60,0,"sona"
"w10064569ch","READ","F","1",55,100,"sona"
"w10103859_cn","READ","F","1",80,100,"sona"
"w970137","READ","F","1",10,100,"sona"
"w10016099CJ","READ","B","1",10,0,"sona"
"w10042962_jkc","READ","B","1",50,0,"sona"
"w10064569ch","READ","B","1",35,0,"sona"
"w10103859_cn","READ","B","1",80,0,"sona"
"w970137","READ","B","1",80,100,"sona"
"w10016099CJ","READ","F","1",20,0,"sona"
"w10042962_jkc","READ","F","1",80,100,"sona"
"w10064569ch","READ","F","1",50,100,"sona"
"w10103859_cn","READ","F","1",60,0,"sona"
"w970137","READ","F","1",60,0,"sona"
"w10016099CJ","READ","S","1",100,0,"sona"
"w10042962_jkc","READ","S","1",50,0,"sona"
"w10064569ch","READ","S","1",80,100,"sona"
"w10103859_cn","READ","S","1",60,100,"sona"
"w970137","READ","S","1",80,0,"sona"
"w10016099CJ","READ","F","1",100,0,"sona"
"w10042962_jkc","READ","F","1",60,100,"sona"
"w10064569ch","READ","F","1",75,100,"sona"
"w10103859_cn","READ","F","1",0,0,"sona"
"w970137","READ","F","1",40,0,"sona"
"w10016099CJ","READ","F","1",100,0,"sona"
"w10042962_jkc","READ","F","1",50,0,"sona"
"w10064569ch","READ","F","1",55,100,"sona"
"w10103859_cn","READ","F","1",80,100,"sona"
"w970137","READ","F","1",40,100,"sona"
"w10016099CJ","READ","F","1",100,0,"sona"
"w10042962_jkc","READ","F","1",70,0,"sona"
"w10064569ch","READ","F","1",55,100,"sona"
"w10103859_cn","READ","F","1",80,0,"sona"
"w970137","READ","F","1",40,100,"sona"
"w10016099CJ","READ","B","1",100,0,"sona"
"w10042962_jkc","READ","B","1",50,0,"sona"
"w10064569ch","READ","B","1",75,0,"sona"
"w10103859_cn","READ","B","1",80,100,"sona"
"w970137","READ","B","1",40,0,"sona"
"w10016099CJ","READ","U","1",52,0,"sona"
